Mean,Standard deviation,Max,Min,RMS,Energy,Peak-to-peak,Zero-crossing rate,label
29.123,3.241,36.551,21.172,29.303,858.671,15.38,0.37,STRAIGHT
26.4,2.899,34.258,18.278,26.559,705.359,15.98,0.472,STRAIGHT
25.266,2.731,32.327,18.839,25.413,645.835,13.488,0.465,STRAIGHT
25.574,2.553,30.112,19.998,25.701,660.553,10.114,0.236,STRAIGHT
49.561,2.705,56.057,43.608,49.635,2463.65,12.449,0.283,RETURNING
51.173,4.134,61.26,42.476,51.339,2635.733,18.784,0.181,RETURNING
60.067,4.702,71.419,52.068,60.251,3630.201,19.351,0.189,RETURNING
36.619,4.495,48.925,25.816,36.893,1361.126,23.109,0.386,RETURNING
77.783,6.688,90.506,65.813,78.07,6094.939,24.693,0.079,BENDING
89.112,7.929,104.663,74.025,89.464,8003.771,30.637,0.126,BENDING
76.014,7.39,95.419,57.582,76.372,5832.714,37.836,0.252,BENDING
87.492,5.97,101.49,75.846,87.695,7690.437,25.645,0.157,BENDING
64.733,3.748,73.503,54.282,64.842,4204.45,19.222,0.26,RETURNING
53.549,3.372,61.894,46.904,53.655,2878.907,14.99,0.22,RETURNING
33.396,3.899,41.504,24.188,33.623,1130.522,17.316,0.189,STRAIGHT
86.8,7.239,104.237,70.723,87.102,7586.683,33.515,0.181,BENDING
61.586,3.802,73.837,52.084,61.703,3807.271,21.753,0.425,RETURNING
74.318,8.044,94.501,57.471,74.752,5587.846,37.03,0.268,BENDING
28.96,3.525,38.595,18.821,29.174,851.115,19.774,0.457,STRAIGHT
46.613,3.643,56.436,38.117,46.756,2186.085,18.319,0.472,RETURNING
51.409,6.168,64.487,35.317,51.778,2680.931,29.17,0.323,RETURNING
31.984,3.995,40.875,22.416,32.233,1038.956,18.459,0.283,STRAIGHT
48.013,5.513,59.117,36.294,48.329,2335.666,22.824,0.11,RETURNING
63.713,5.819,78.23,43.376,63.978,4093.217,34.853,0.228,RETURNING
105.199,6.228,118.881,91.82,105.383,11105.644,27.061,0.094,BENDING
27.472,2.439,32.724,22.871,27.58,760.653,9.853,0.142,STRAIGHT
51.2,4.485,62.452,39.652,51.396,2641.584,22.8,0.228,RETURNING
24.855,3.386,33.07,17.244,25.084,629.217,15.826,0.22,STRAIGHT
90.453,6.283,104.766,74.709,90.671,8221.287,30.057,0.394,BENDING
86.874,5.881,97.758,76.594,87.073,7581.663,21.164,0.087,BENDING
85.832,5.305,102.253,73.065,85.996,7395.356,29.188,0.134,BENDING
37.451,2.446,42.425,30.749,37.53,1408.534,11.676,0.315,STRAIGHT
30.058,2.534,36.54,24.903,30.165,909.9,11.637,0.283,STRAIGHT
84.505,7.872,103.307,68.99,84.871,7203.105,34.317,0.22,BENDING
25.169,2.266,30.616,20.618,25.271,638.625,9.998,0.181,STRAIGHT
41.267,4.326,49.085,33.137,41.493,1721.697,15.948,0.15,RETURNING
59.953,4.709,69.254,51.719,60.138,3616.557,17.535,0.142,RETURNING
36.344,3.137,44.257,29.727,36.479,1330.711,14.53,0.299,STRAIGHT
59.192,4.179,67.507,50.79,59.339,3521.13,16.717,0.236,RETURNING
50.582,6.136,63.36,33.587,50.953,2596.222,29.773,0.173,RETURNING
68.853,5.734,82.713,53.177,69.091,4773.594,29.537,0.283,BENDING
40.845,2.48,45.252,34.735,40.92,1674.485,10.518,0.205,RETURNING
27.146,1.337,30.588,23.81,27.179,738.711,6.778,0.433,STRAIGHT
50.014,4.264,61.541,37.815,50.195,2519.56,23.726,0.331,RETURNING
25.447,3.88,35.168,17.979,25.741,662.589,17.189,0.291,STRAIGHT
64.537,4.681,75.242,56.16,64.707,4186.97,19.082,0.094,RETURNING
23.682,4.014,33.476,12.105,24.019,576.928,21.37,0.26,STRAIGHT
83.813,2.52,90.306,78.069,83.851,7030.97,12.237,0.457,BENDING
62.674,5.1,73.815,52.454,62.881,3954.011,21.361,0.173,BENDING
54.542,6.779,66.045,42.428,54.962,3020.784,23.616,0.039,RETURNING
35.111,3.004,42.797,28.729,35.239,1241.794,14.068,0.323,STRAIGHT
52.49,5.611,69.93,41.521,52.789,2786.708,28.409,0.291,RETURNING
88.554,4.864,100.956,78.649,88.687,7865.391,22.307,0.354,BENDING
28.128,2.192,32.999,22.629,28.213,795.998,10.37,0.323,STRAIGHT
90.311,6.9,105.469,76.785,90.574,8203.689,28.684,0.205,BENDING
48.904,4.073,61.565,39.178,49.073,2408.201,22.387,0.409,RETURNING
30.322,3.165,37.629,22.586,30.486,929.423,15.043,0.268,STRAIGHT
76.278,6.142,89.852,62.891,76.525,5856.084,26.961,0.189,BENDING
72.786,6.75,87.152,58.911,73.099,5343.392,28.241,0.063,BENDING
27.112,4.462,34.38,18.346,27.476,754.946,16.034,0.087,STRAIGHT
45.661,4.671,57.679,35.544,45.899,2106.708,22.135,0.165,RETURNING
78.035,6.761,94.289,65.493,78.327,6135.151,28.796,0.173,BENDING
63.843,4.216,75.712,53.158,63.982,4093.66,22.554,0.268,BENDING
53.323,5.988,67.397,41.788,53.658,2879.165,25.608,0.094,RETURNING
14.673,3.909,26.698,3.561,15.185,230.572,23.137,0.299,STRAIGHT
74.216,5.589,87.094,62.614,74.426,5539.252,24.48,0.228,BENDING
56.637,7.026,77.921,39.52,57.071,3257.122,38.401,0.323,RETURNING
78.174,4.996,89.114,65.181,78.333,6136.081,23.934,0.157,BENDING
81.569,5.109,94.221,70.99,81.729,6679.678,23.23,0.228,BENDING
64.335,5.25,75.44,53.053,64.549,4166.548,22.387,0.236,RETURNING
78.894,6.815,93.6,62.093,79.187,6270.658,31.506,0.118,BENDING
23.347,4.303,33.44,14.964,23.74,563.583,18.476,0.079,STRAIGHT
54.048,6.318,66.888,41.385,54.416,2961.055,25.503,0.11,RETURNING
61.171,5.492,73.473,48.777,61.418,3772.114,24.696,0.26,RETURNING
51.374,5.122,64.103,37.757,51.629,2665.504,26.346,0.354,RETURNING
88.718,6.912,100.824,74.388,88.987,7918.678,26.436,0.094,BENDING
21.728,3.594,29.995,13.49,22.023,485.003,16.506,0.22,STRAIGHT
32.274,2.954,39.219,25.706,32.409,1050.357,13.513,0.165,STRAIGHT
49.99,6.056,61.151,40.941,50.355,2535.625,20.21,0.016,RETURNING
52.214,6.793,64.014,39.518,52.654,2772.405,24.495,0.134,RETURNING
82.007,5.049,94.186,71.635,82.162,6750.624,22.551,0.354,BENDING
84.583,5.812,100.813,70.987,84.782,7188.0,29.825,0.276,BENDING
88.05,5.505,101.276,75.338,88.222,7783.18,25.939,0.354,BENDING
25.538,3.625,33.082,19.263,25.794,665.352,13.819,0.094,STRAIGHT
20.836,2.831,26.581,12.611,21.027,442.153,13.97,0.268,STRAIGHT
49.723,7.841,67.657,32.912,50.338,2533.886,34.745,0.197,RETURNING
87.078,5.856,96.756,73.58,87.275,7616.941,23.176,0.094,BENDING
74.236,5.571,85.784,63.023,74.445,5542.028,22.761,0.11,BENDING
89.621,7.293,102.612,76.94,89.917,8085.078,25.672,0.087,BENDING
58.258,5.64,69.186,46.749,58.531,3425.826,22.436,0.181,RETURNING
34.223,3.475,41.985,25.631,34.399,1183.305,16.354,0.307,STRAIGHT
44.637,6.1,54.201,31.573,45.051,2029.636,22.628,0.142,RETURNING
77.398,7.2,92.057,62.148,77.732,6042.242,29.91,0.205,BENDING
52.154,4.334,61.771,40.001,52.334,2738.83,21.77,0.276,RETURNING
82.034,6.356,96.838,73.098,82.28,6769.987,23.74,0.047,BENDING
77.062,5.98,89.245,63.032,77.294,5974.311,26.212,0.197,BENDING
26.72,3.192,34.245,19.879,26.91,724.134,14.366,0.276,STRAIGHT
22.392,2.585,26.907,16.921,22.541,508.076,9.986,0.126,STRAIGHT
54.039,6.373,66.127,41.613,54.413,2960.81,24.514,0.173,RETURNING
73.285,5.126,84.196,61.346,73.464,5397.019,22.85,0.165,BENDING
83.801,8.718,102.199,65.964,84.253,7098.527,36.235,0.213,BENDING
27.098,3.71,37.018,18.187,27.351,748.079,18.831,0.213,STRAIGHT
50.834,4.975,64.43,39.679,51.077,2608.858,24.752,0.299,RETURNING
78.413,7.309,92.437,59.51,78.753,6202.032,32.926,0.181,BENDING
28.166,2.21,33.356,22.803,28.252,798.203,10.553,0.283,STRAIGHT
58.872,5.421,69.631,52.28,59.121,3495.299,17.351,0.039,RETURNING
18.211,2.54,25.639,12.675,18.387,338.099,12.964,0.22,STRAIGHT
78.729,6.179,93.387,62.48,78.971,6236.411,30.908,0.252,BENDING
87.28,6.056,102.921,72.461,87.49,7654.498,30.46,0.181,BENDING
72.439,8.184,87.973,54.959,72.9,5314.391,33.013,0.063,BENDING
75.626,5.071,87.131,64.092,75.796,5745.048,23.038,0.205,BENDING
82.328,4.897,91.834,71.481,82.474,6801.937,20.353,0.173,BENDING
53.932,4.326,61.829,45.619,54.105,2927.39,16.209,0.079,RETURNING
86.231,6.568,97.74,73.398,86.481,7478.954,24.343,0.118,BENDING
48.787,3.306,57.323,40.532,48.899,2391.145,16.791,0.346,RETURNING
70.394,7.211,84.587,56.222,70.763,5007.342,28.365,0.11,BENDING
39.355,4.021,47.983,30.454,39.56,1564.978,17.529,0.157,STRAIGHT
41.975,3.42,51.271,32.982,42.114,1773.591,18.289,0.386,RETURNING
76.411,4.72,89.028,65.558,76.557,5860.948,23.469,0.339,BENDING
47.658,4.832,60.708,32.134,47.903,2294.662,28.573,0.433,RETURNING
56.56,4.51,68.182,45.317,56.74,3219.392,22.865,0.26,RETURNING
49.953,4.871,61.938,39.84,50.19,2518.999,22.098,0.189,RETURNING
68.223,6.063,81.101,57.517,68.492,4691.124,23.584,0.126,RETURNING
54.418,4.534,64.109,44.88,54.606,2981.865,19.229,0.181,RETURNING
49.478,3.496,56.425,41.88,49.602,2460.318,14.544,0.268,RETURNING
104.477,8.56,122.796,88.294,104.827,10988.653,34.502,0.071,BENDING
18.963,3.917,31.46,9.252,19.363,374.919,22.208,0.283,STRAIGHT
63.313,3.885,71.91,54.598,63.432,4023.626,17.313,0.236,RETURNING
27.806,3.274,34.843,19.401,27.998,783.885,15.442,0.331,STRAIGHT
83.059,5.938,97.513,68.695,83.271,6934.051,28.818,0.331,BENDING
66.005,4.989,78.629,54.748,66.194,4381.61,23.881,0.283,BENDING
80.618,6.941,95.663,65.702,80.916,6547.435,29.961,0.173,BENDING
74.302,7.063,88.422,60.376,74.637,5570.611,28.047,0.244,BENDING
43.591,3.774,51.378,34.167,43.754,1914.436,17.211,0.181,RETURNING
66.923,6.099,80.724,53.822,67.2,4515.849,26.903,0.205,BENDING
75.209,4.415,86.395,64.238,75.338,5675.841,22.157,0.315,BENDING
80.236,5.57,91.376,68.648,80.429,6468.786,22.728,0.134,BENDING
75.072,6.366,89.204,61.68,75.342,5676.376,27.524,0.142,BENDING
29.978,3.423,36.169,22.286,30.172,910.369,13.883,0.094,STRAIGHT
29.485,3.477,38.984,23.334,29.689,881.452,15.65,0.276,STRAIGHT
35.428,2.728,40.857,27.807,35.533,1262.577,13.05,0.26,STRAIGHT
32.121,2.594,39.045,26.295,32.225,1038.478,12.75,0.331,STRAIGHT
83.765,5.461,96.189,71.798,83.943,7046.411,24.391,0.142,BENDING
83.373,4.459,95.272,73.458,83.492,6970.978,21.814,0.276,BENDING
85.533,6.115,98.768,70.951,85.752,7353.37,27.817,0.205,BENDING
77.312,4.415,90.978,65.072,77.438,5996.703,25.906,0.48,BENDING
69.058,4.935,81.989,54.822,69.234,4793.368,27.167,0.409,BENDING
22.592,2.916,28.809,16.364,22.779,518.884,12.445,0.197,STRAIGHT
75.044,6.566,89.297,61.566,75.331,5674.742,27.731,0.173,BENDING
81.917,6.38,94.554,70.634,82.165,6751.082,23.92,0.165,BENDING
71.386,5.654,81.369,60.158,71.61,5127.951,21.21,0.055,BENDING
23.499,2.256,28.358,18.879,23.607,557.288,9.479,0.362,STRAIGHT
51.254,5.023,64.792,38.494,51.5,2652.249,26.298,0.457,RETURNING
70.997,8.98,90.592,53.763,71.563,5121.266,36.829,0.126,BENDING
83.87,3.952,95.131,74.636,83.963,7049.726,20.495,0.244,BENDING
88.295,5.909,104.874,73.57,88.493,7830.974,31.304,0.26,BENDING
27.851,4.453,38.43,18.049,28.205,795.506,20.381,0.126,STRAIGHT
75.217,7.562,93.333,62.099,75.596,5714.831,31.234,0.134,BENDING
91.448,6.565,107.455,72.431,91.684,8405.892,35.023,0.283,BENDING
33.868,4.063,42.835,25.36,34.111,1163.566,17.475,0.299,STRAIGHT
54.047,5.75,65.191,43.261,54.352,2954.132,21.93,0.087,RETURNING
58.155,6.115,72.248,47.35,58.476,3419.442,24.898,0.11,RETURNING
73.689,4.347,83.844,61.129,73.817,5448.943,22.715,0.449,BENDING
40.77,4.154,50.308,32.578,40.981,1679.44,17.73,0.228,RETURNING
76.777,7.794,95.042,57.058,77.172,5955.501,37.984,0.22,BENDING
53.596,3.567,61.044,46.478,53.715,2885.289,14.566,0.307,RETURNING
97.284,9.378,114.01,76.112,97.735,9552.216,37.899,0.087,BENDING
56.082,2.706,63.39,48.766,56.147,3152.522,14.624,0.331,RETURNING
85.243,7.247,102.19,69.231,85.551,7318.939,32.959,0.142,BENDING
27.057,3.568,34.989,21.151,27.292,744.835,13.839,0.087,STRAIGHT
55.01,3.328,65.298,47.867,55.11,3037.135,17.431,0.425,RETURNING
45.021,4.201,52.148,32.612,45.217,2044.569,19.537,0.15,RETURNING
57.674,4.953,69.164,47.582,57.886,3350.822,21.581,0.236,RETURNING
33.862,3.664,40.428,26.339,34.06,1160.073,14.09,0.118,STRAIGHT
54.855,5.101,68.041,42.829,55.092,3035.117,25.212,0.26,RETURNING
26.071,3.108,35.089,16.599,26.256,689.369,18.49,0.567,STRAIGHT
19.932,4.762,31.708,5.836,20.493,419.944,25.871,0.22,STRAIGHT
29.886,2.855,37.891,23.472,30.022,901.304,14.418,0.307,STRAIGHT
59.101,3.538,68.175,46.25,59.207,3505.43,21.925,0.394,RETURNING
84.113,4.777,95.708,71.443,84.249,7097.904,24.264,0.213,BENDING
79.514,7.048,98.638,67.866,79.826,6372.119,30.772,0.118,BENDING
43.843,5.454,55.179,32.539,44.181,1951.956,22.64,0.26,RETURNING
77.086,7.322,94.789,60.399,77.433,5995.852,34.39,0.173,BENDING
52.504,2.193,58.066,48.102,52.55,2761.466,9.965,0.189,RETURNING
49.363,4.314,60.465,40.443,49.551,2455.351,20.021,0.26,RETURNING
82.912,6.722,98.403,65.407,83.184,6919.528,32.996,0.331,BENDING
30.754,4.377,42.286,18.554,31.064,964.986,23.733,0.189,STRAIGHT
80.106,6.073,97.559,66.647,80.336,6453.906,30.912,0.331,BENDING
69.944,3.909,81.029,61.465,70.053,4907.469,19.564,0.291,BENDING
64.76,3.734,74.873,56.54,64.867,4207.779,18.334,0.37,BENDING
59.268,5.133,71.061,47.715,59.49,3539.046,23.347,0.307,RETURNING
60.705,5.43,71.207,48.659,60.948,3714.611,22.548,0.165,RETURNING
30.489,2.995,36.903,24.337,30.636,938.541,12.566,0.213,STRAIGHT
85.325,8.136,103.546,69.244,85.712,7346.553,34.303,0.173,BENDING
28.046,2.241,32.429,23.362,28.135,791.589,9.067,0.134,STRAIGHT
24.55,3.376,31.787,14.455,24.781,614.091,17.332,0.362,STRAIGHT
89.797,4.849,102.251,78.529,89.928,8086.989,23.722,0.331,BENDING
44.509,4.409,55.295,31.461,44.727,2000.505,23.834,0.323,RETURNING
39.858,4.264,48.571,27.092,40.085,1606.835,21.479,0.323,RETURNING
93.953,4.896,105.524,82.85,94.081,8851.176,22.675,0.268,BENDING
24.401,2.278,28.994,18.911,24.507,600.615,10.083,0.213,STRAIGHT
80.84,4.572,92.357,70.303,80.969,6555.958,22.054,0.181,BENDING
98.428,7.409,116.31,84.529,98.707,9743.044,31.781,0.118,BENDING
55.109,5.29,67.896,42.442,55.362,3064.993,25.455,0.362,RETURNING
90.502,4.915,101.161,82.662,90.635,8214.764,18.499,0.094,BENDING
56.231,4.067,65.601,44.311,56.378,3178.488,21.29,0.299,RETURNING
74.296,4.523,88.467,61.473,74.434,5540.404,26.994,0.402,BENDING
36.006,2.04,40.716,29.422,36.064,1300.592,11.294,0.378,STRAIGHT
50.983,6.404,65.22,37.802,51.384,2640.277,27.418,0.252,RETURNING
80.686,7.683,97.107,68.8,81.051,6569.227,28.308,0.181,BENDING
70.449,5.182,79.755,59.875,70.639,4989.92,19.88,0.094,BENDING
96.235,5.602,107.95,85.592,96.398,9292.49,22.359,0.055,BENDING
25.112,1.969,30.354,18.726,25.189,634.469,11.628,0.409,STRAIGHT
26.66,2.865,33.725,17.871,26.813,718.962,15.854,0.512,STRAIGHT
87.58,5.921,101.566,75.295,87.78,7705.309,26.271,0.134,BENDING
88.516,8.923,112.586,69.812,88.965,7914.74,42.774,0.126,BENDING
30.91,2.642,38.699,22.17,31.022,962.381,16.528,0.551,STRAIGHT
16.363,3.417,26.344,9.0,16.716,279.432,17.344,0.283,STRAIGHT
38.012,4.779,49.69,27.609,38.311,1467.749,22.082,0.173,RETURNING
30.0,2.563,36.319,24.424,30.11,906.601,11.894,0.22,STRAIGHT
51.124,6.084,63.693,39.93,51.485,2650.697,23.763,0.157,RETURNING
56.295,5.672,67.346,44.972,56.58,3201.278,22.374,0.197,RETURNING
70.783,6.074,82.569,55.262,71.043,5047.172,27.308,0.205,BENDING
40.07,4.197,49.048,29.941,40.29,1623.255,19.107,0.283,RETURNING
97.165,6.422,117.24,81.36,97.377,9482.272,35.88,0.465,BENDING
82.792,5.969,94.417,68.918,83.006,6890.067,25.5,0.142,BENDING
85.532,5.699,98.767,67.416,85.722,7348.219,31.351,0.276,BENDING
62.348,3.539,71.015,54.24,62.449,3899.856,16.775,0.181,RETURNING
32.522,2.506,38.606,27.21,32.618,1063.938,11.395,0.472,STRAIGHT
90.684,6.263,101.696,75.491,90.9,8262.768,26.204,0.268,BENDING
48.843,5.039,61.562,37.065,49.102,2410.99,24.498,0.173,RETURNING
60.196,5.666,74.593,47.531,60.462,3655.644,27.062,0.315,RETURNING
80.538,5.626,95.531,66.855,80.734,6518.018,28.677,0.283,BENDING
67.008,5.51,75.581,59.328,67.234,4520.445,16.253,0.016,RETURNING
43.092,5.032,55.351,29.018,43.385,1882.28,26.333,0.197,RETURNING
98.902,6.277,109.704,83.604,99.101,9820.987,26.1,0.11,BENDING
46.583,5.222,60.386,33.599,46.875,2197.261,26.787,0.276,RETURNING
44.955,5.271,57.499,31.068,45.263,2048.722,26.431,0.299,RETURNING
29.163,3.166,36.479,22.081,29.335,860.524,14.398,0.236,STRAIGHT
72.612,7.381,86.765,56.552,72.986,5326.964,30.213,0.134,BENDING
77.826,4.038,87.151,67.265,77.93,6073.145,19.886,0.268,BENDING
69.791,7.617,87.484,54.91,70.206,4928.831,32.574,0.181,BENDING
64.478,5.711,77.647,52.88,64.731,4190.047,24.767,0.22,BENDING
45.191,5.909,58.477,34.29,45.575,2077.104,24.187,0.11,RETURNING
89.752,6.855,103.976,71.677,90.013,8102.418,32.299,0.197,BENDING
48.689,5.462,61.991,32.797,48.994,2400.452,29.193,0.228,RETURNING
68.232,5.952,86.011,52.891,68.491,4690.995,33.12,0.323,BENDING
48.728,7.318,63.44,34.814,49.274,2427.974,28.626,0.11,RETURNING
49.645,4.042,59.525,40.69,49.809,2480.985,18.835,0.331,RETURNING
46.594,3.389,54.079,38.363,46.717,2182.47,15.717,0.236,RETURNING
36.918,5.117,47.572,21.239,37.271,1389.134,26.333,0.157,STRAIGHT
84.552,5.865,97.719,74.579,84.755,7183.486,23.139,0.126,BENDING
69.28,5.855,82.97,54.87,69.527,4834.069,28.099,0.228,BENDING
50.52,6.483,64.103,37.542,50.935,2594.339,26.562,0.134,RETURNING
75.589,3.88,86.974,65.862,75.689,5728.805,21.112,0.307,BENDING
79.909,5.729,92.14,69.09,80.114,6418.29,23.05,0.142,BENDING
87.623,7.278,104.501,72.4,87.925,7730.781,32.101,0.213,BENDING
32.988,3.216,40.887,25.74,33.145,1098.567,15.147,0.197,STRAIGHT
84.811,4.342,95.676,76.314,84.922,7211.78,19.362,0.197,BENDING
45.25,2.994,51.363,39.018,45.349,2056.502,12.345,0.236,RETURNING
25.047,4.778,37.839,12.651,25.499,650.191,25.188,0.252,STRAIGHT
48.22,4.021,58.502,39.27,48.387,2341.344,19.232,0.228,RETURNING
20.466,2.367,26.684,12.631,20.602,424.456,14.053,0.449,STRAIGHT
58.582,4.907,69.293,45.684,58.787,3455.91,23.609,0.307,RETURNING
37.949,3.098,45.368,32.377,38.075,1449.695,12.991,0.213,STRAIGHT
73.16,5.083,83.887,61.839,73.336,5378.153,22.048,0.165,BENDING
51.131,4.767,63.43,41.266,51.352,2637.079,22.164,0.213,RETURNING
76.549,6.422,88.502,60.739,76.818,5901.05,27.763,0.315,BENDING
50.808,5.498,62.528,35.741,51.105,2611.702,26.787,0.236,RETURNING
78.148,7.366,96.379,61.814,78.494,6161.367,34.565,0.276,BENDING
30.108,4.007,38.704,21.076,30.373,922.536,17.629,0.197,STRAIGHT
26.682,3.58,34.565,12.642,26.921,724.758,21.922,0.291,STRAIGHT
25.999,3.731,34.201,17.095,26.265,689.869,17.106,0.331,STRAIGHT
49.823,4.344,58.628,36.534,50.012,2501.196,22.093,0.331,RETURNING
17.618,2.957,26.624,10.729,17.865,319.148,15.895,0.315,STRAIGHT
79.98,7.174,99.23,67.514,80.301,6448.282,31.717,0.213,BENDING
57.954,4.531,69.55,48.189,58.131,3379.228,21.361,0.457,RETURNING
25.537,3.615,33.587,14.278,25.791,665.187,19.309,0.346,STRAIGHT
79.135,4.419,90.751,68.381,79.258,6281.874,22.369,0.402,BENDING
78.151,7.982,93.13,63.451,78.558,6171.32,29.679,0.039,BENDING
70.573,7.56,87.779,55.988,70.977,5037.724,31.791,0.213,BENDING
87.271,5.666,99.246,74.32,87.455,7648.402,24.926,0.213,BENDING
77.262,6.087,91.628,60.709,77.501,6006.412,30.919,0.315,BENDING
82.261,5.161,95.122,69.536,82.423,6793.536,25.586,0.394,BENDING
62.665,5.386,73.255,50.974,62.896,3955.964,22.282,0.228,RETURNING
42.829,3.536,48.933,35.192,42.974,1846.798,13.741,0.173,STRAIGHT
46.874,4.345,55.776,34.273,47.075,2216.079,21.503,0.315,RETURNING
32.18,2.549,36.982,26.201,32.281,1042.061,10.781,0.165,STRAIGHT
93.726,6.527,109.46,78.997,93.953,8827.139,30.463,0.15,BENDING
24.44,1.393,27.468,21.741,24.48,599.247,5.727,0.071,STRAIGHT
90.972,4.89,103.472,77.827,91.103,8299.836,25.645,0.465,BENDING
67.264,4.496,79.14,55.904,67.414,4544.672,23.236,0.425,RETURNING
87.943,5.064,99.558,79.531,88.089,7759.65,20.027,0.087,BENDING
29.922,2.765,37.304,22.722,30.049,902.957,14.582,0.244,STRAIGHT
97.253,8.988,111.821,83.714,97.667,9538.927,28.107,0.047,BENDING
48.028,3.175,54.019,37.965,48.132,2316.724,16.054,0.472,RETURNING
26.795,2.429,34.872,19.437,26.905,723.874,15.435,0.409,STRAIGHT
56.805,4.394,66.226,46.986,56.975,3246.139,19.24,0.283,RETURNING
32.639,4.231,40.567,27.815,32.912,1083.218,12.752,0.039,STRAIGHT
24.735,4.311,35.817,16.758,25.108,630.428,19.059,0.205,STRAIGHT
59.875,6.011,74.006,42.084,60.176,3621.106,31.922,0.299,RETURNING
97.775,4.665,110.521,88.143,97.887,9581.809,22.378,0.228,BENDING
80.32,5.037,91.854,69.775,80.477,6476.614,22.079,0.26,BENDING
40.977,5.446,53.547,28.838,41.337,1708.766,24.709,0.22,RETURNING
57.575,4.956,72.965,47.312,57.788,3339.432,25.653,0.441,RETURNING
20.758,2.969,27.651,13.821,20.969,439.703,13.83,0.543,STRAIGHT
25.036,4.355,34.752,12.792,25.412,645.787,21.96,0.236,STRAIGHT
78.837,5.641,91.179,67.37,79.039,6247.17,23.809,0.126,BENDING
84.205,5.704,95.837,71.059,84.398,7122.949,24.778,0.205,BENDING
69.092,3.814,76.212,60.746,69.198,4788.303,15.466,0.213,BENDING
83.11,6.777,102.342,61.376,83.386,6953.256,40.966,0.157,BENDING
24.541,4.302,33.626,14.166,24.915,620.758,19.46,0.252,STRAIGHT
89.757,4.883,102.838,79.409,89.89,8080.244,23.43,0.181,BENDING
81.884,5.051,91.751,73.227,82.04,6730.509,18.523,0.079,BENDING
54.338,5.434,65.029,40.64,54.609,2982.125,24.389,0.181,RETURNING
85.487,8.305,104.133,65.629,85.889,7376.951,38.505,0.197,BENDING
36.618,3.903,45.647,28.847,36.826,1356.138,16.8,0.15,STRAIGHT
46.325,5.039,58.309,31.175,46.599,2171.426,27.134,0.339,RETURNING
58.528,4.845,69.504,45.158,58.728,3448.983,24.346,0.283,RETURNING
39.645,3.959,47.745,30.431,39.843,1587.439,17.314,0.252,RETURNING
76.91,4.47,85.895,63.886,77.04,5935.086,22.009,0.299,BENDING
86.08,7.077,99.731,73.835,86.37,7459.806,25.896,0.094,BENDING
83.618,4.666,93.392,75.705,83.748,7013.807,17.687,0.11,BENDING
57.048,6.01,71.582,45.315,57.364,3290.58,26.267,0.181,BENDING
21.736,2.308,27.065,16.134,21.858,477.78,10.931,0.26,STRAIGHT
43.926,3.937,54.233,33.29,44.102,1944.98,20.943,0.26,RETURNING
58.08,4.349,67.361,49.566,58.243,3392.201,17.796,0.126,RETURNING
29.229,2.787,35.593,21.094,29.362,862.129,14.499,0.339,STRAIGHT
85.459,6.138,102.349,70.14,85.679,7340.886,32.209,0.323,BENDING
33.128,4.113,44.009,22.885,33.382,1114.366,21.124,0.213,STRAIGHT
61.172,6.135,76.303,48.452,61.479,3779.706,27.851,0.268,BENDING
65.291,6.608,79.396,52.432,65.624,4306.521,26.964,0.118,RETURNING
31.779,2.889,37.454,25.505,31.91,1018.244,11.949,0.165,STRAIGHT
22.202,2.512,27.959,15.722,22.344,499.255,12.237,0.299,STRAIGHT
47.166,5.283,60.626,36.292,47.461,2252.56,24.335,0.197,RETURNING
43.745,4.18,55.552,32.584,43.944,1931.105,22.967,0.354,RETURNING
82.774,5.732,95.669,71.39,82.973,6884.462,24.279,0.307,BENDING
84.762,4.618,94.66,75.005,84.888,7205.932,19.655,0.283,BENDING
89.566,4.08,98.979,81.024,89.659,8038.77,17.955,0.37,BENDING
55.183,3.19,62.6,48.558,55.275,3055.332,14.043,0.22,RETURNING
75.007,5.742,87.937,60.782,75.227,5659.034,27.155,0.283,BENDING
67.004,7.605,85.615,46.503,67.434,4547.401,39.112,0.181,BENDING
58.373,5.434,69.447,45.116,58.625,3436.902,24.332,0.126,RETURNING
68.097,6.066,78.973,52.617,68.366,4673.943,26.356,0.165,BENDING
76.248,4.906,84.405,66.351,76.406,5837.875,18.055,0.071,BENDING
27.462,2.098,31.037,23.725,27.542,758.565,7.313,0.063,STRAIGHT
69.904,6.027,83.336,53.485,70.163,4922.898,29.851,0.181,BENDING
35.353,2.145,40.994,30.279,35.418,1254.402,10.715,0.268,STRAIGHT
78.229,6.254,93.426,65.956,78.478,6158.864,27.47,0.26,BENDING
78.233,5.701,91.106,65.676,78.44,6152.866,25.43,0.331,BENDING
47.677,1.539,51.523,44.537,47.701,2275.425,6.985,0.205,RETURNING
53.185,5.6,64.017,40.941,53.479,2859.984,23.076,0.22,RETURNING
91.91,5.188,103.6,81.067,92.056,8474.298,22.533,0.378,BENDING
29.389,2.813,37.008,21.001,29.524,871.653,16.007,0.307,STRAIGHT
79.139,5.416,90.635,67.772,79.324,6292.264,22.863,0.291,BENDING
36.175,5.941,49.24,21.724,36.659,1343.897,27.516,0.22,RETURNING
84.385,6.182,98.052,70.529,84.611,7159.042,27.524,0.157,BENDING
71.009,9.007,88.907,54.854,71.578,5123.37,34.053,0.063,BENDING
